id,app_name,package_name,date_of_analysis,developer,category,number_of_downloads,data_safety_link,privacy_policy_link
127,Travel dating: YourTravelMates,com.yourtravelmates,15-09-2023,DMM SOLUTIONS INC.,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.yourtravelmates,https://www.yourtravelmates.com/privacy-policy/
128,Picture Quotes,com.km.picturequotes,15-09-2023,Dexati,Photography,5M+,https://play.google.com/store/apps/datasafety?id=com.km.picturequotes,http://www.dexati.com/privacy2android.html
129,CatholicMatch Dating App,com.catholicmatch.app,15-09-2023,CatholicMatch,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.catholicmatch.app,https://www.catholicmatch.com/about/privacy
130,Text Over Photo,com.km.textoverphoto,15-09-2023,Dexati,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.km.textoverphoto,http://www.dexati.com/privacy2android.html
131,LuvFree Dating App,com.appluvfree,15-09-2023,LuvFree Dating,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.appluvfree,https://www.luvfree.com/privacy.php
132,Music Video Maker: Slideshow,com.slideshow.slideshow_videomaker,15-09-2023,Mizdevx,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.slideshow.slideshow_videomaker,https://appbyte.ltd/inmelo/privacy-policy
133,I love you images animated,com.bluearts.lovemessages,15-09-2023,blue arts,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.bluearts.lovemessages,https://sites.google.com/view/bluearts
134,Binoculars Night Mode Zoom,com.zepyur.binoculars,15-09-2023,Zepyur,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.zepyur.binoculars,https://www.termsfeed.com/live/634e274c-74c1-4cfa-92eb-2b4426701011
135,Happy New Year Photo Frame,com.veronica.happy.new_year.photoframes.stickers,15-09-2023,Veronica Sherwin,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.veronica.happy.new_year.photoframes.stickers,https://sites.google.com/view/veronica-sherwin/home
136,America's Singles,cpro.dating,15-09-2023,"Escargot Studios, LLC",Dating,10K+,https://play.google.com/store/apps/datasafety?id=cpro.dating,http://cpromarket.com/privacy_policy
137,Pose Camera photo pose ideas,biatoka.camerapose,15-09-2023,Bia Toka,Photography,50K+,https://play.google.com/store/apps/datasafety?id=biatoka.camerapose,https://sites.google.com/view/biatoka/home
138,Body Shape Photo Editor,cornero.bodyshapephotoeditor,15-09-2023,cornero apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=cornero.bodyshapephotoeditor,https://corneroapps.blogspot.com/2018/11/cornero-apps-privacy-policy.html
139,HubChat,com.hubaapps.chat,15-09-2023,HuBa Apps,Dating,1K+,https://play.google.com/store/apps/datasafety?id=com.hubaapps.chat,https://sites.google.com/view/hubchatprivacypolicy/ana-sayfa
140,Stylish Glasses Photo Editor,com.stylish.sunglasses.pictureditor.photoeditor.artappstudio,15-09-2023,4Art App Studio For Girls,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.stylish.sunglasses.pictureditor.photoeditor.artappstudio,https://sites.google.com/view/4artappstudioforgirls/home
141,Beauty Face Makeup Editor,com.beautyfacemakeup.photoeditor.selfiemakeover,15-09-2023,BrosStudio18,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.beautyfacemakeup.photoeditor.selfiemakeover,https://brosstudio18.wixsite.com/mysite
142,Cricket Photo Suit,com.sumeruskydevelopers.iplcricketsuitphoto,15-09-2023,Sumeru Sky Developer,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.sumeruskydevelopers.iplcricketsuitphoto,https://sumeruskydevelopers.blogspot.com/2022/06/privacy-policy.html
143,Talk Talk - Random Chatting,kr.jungrammer.talktalk,15-09-2023,gaga.chat,Dating,100K+,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.talktalk,https://strangerchat.io/policy/privacy-en-gaga-chat.html
144,Ramadan Photo Frame 2023,com.veronica.ramadan.mubarak.photoframes.stickers,15-09-2023,Veronica Sherwin,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.veronica.ramadan.mubarak.photoframes.stickers,https://sites.google.com/view/millionnewapps
145,Stranger Chat,com.never.die,15-09-2023,RandomTalk,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.never.die,https://reve.s3.ap-northeast-2.amazonaws.com/privacy_en.html
146,VIETMAP REC,com.blackview.dashcam.vietmap,15-09-2023,VIETMAP,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.blackview.dashcam.vietmap,https://docs.google.com/document/u/1/d/e/2PACX-1vRSjFnrkWBOVkYhHIfvlnZ4b9DMIMcaugYROdgL6ddVnzKmifiANgYtgjQ1uJRPPMQpSxlUrYS6dGDc/pub
147,Mi Gente - Latino Dating,com.migenteapp.migenteandroid,15-09-2023,Mi Gente Tech,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.migenteapp.migenteandroid,https://migenteapp.com/privacy-policy/
148,Mosaic Photo Effects,com.psma.mosaicphotoeffects,15-09-2023,photoshop mobile apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.psma.mosaicphotoeffects,https://photoshopmobileapps.wordpress.com/
149,Name Art: Effect Smoke NameArt,com.aiTeam.EffectArtName,15-09-2023,Devabits Inc,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.aiTeam.EffectArtName,https://sites.google.com/view/aiteam/privacy-policy
150,Remove Red Eyes From Photo,com.BestofallPhotography.DeleteRedEyesApp.RemoveRedEyesFromPhoto,15-09-2023,1B Studio Ltd,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.BestofallPhotography.DeleteRedEyesApp.RemoveRedEyesFromPhoto,https://1bestofall.com/applications-privacy-policy/
151,"Hook up, Dating, Meetup, Catch",com.catch.fwbhookupapp,15-09-2023,Catch Personals Limited,Social,100K+,https://play.google.com/store/apps/datasafety?id=com.catch.fwbhookupapp,https://www.catchpersonals.com/privacy.html
152,Easy Photo-Editor,com.EasyPhotoEditorTechfazilka.easyphotoeditor,15-09-2023,Vikas Jallundhra,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.EasyPhotoEditorTechfazilka.easyphotoeditor,https://pages.flycricket.io/easy-photo-editor/privacy.html
153,Match BBW & Curvy Single :BBWM,com.socialnetworking.bbwmapp,15-09-2023,BBWM Dating APP,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.socialnetworking.bbwmapp,https://bbwmapp.com/bbwm/privacy_policy.html
154,Couple Photo Suit Editor - Dre,com.Couple.Photo.Suit.Styles.Traditional.Photo_Editor.Frames,15-09-2023,Crazy Softech,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.Couple.Photo.Suit.Styles.Traditional.Photo_Editor.Frames,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html
155,Stranger Talk (Random Chat),kr.jungrammer.strangertalk,15-09-2023,Gaga&Talk,Dating,100K+,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.strangertalk,https://strangerchat.io/policy/privacy-en-gaga-talk.html
156,"Cut Edit: BG Remover,BG Eraser",com.gomin.photo.cut.paste.background.editor,15-09-2023,WECHOICE MOBILE,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.gomin.photo.cut.paste.background.editor,https://sites.google.com/view/policy-cut-and-paste
157,Tryst - Match and Connect,com.mindhunter.tryst,15-09-2023,georgethedeveloper,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.mindhunter.tryst,https://trystdate.me/privacy
158,Police Suit Photo Editor,best.edtphoto.policesuit_photoeditor,15-09-2023,photo editing apps studio,Photography,1M+,https://play.google.com/store/apps/datasafety?id=best.edtphoto.policesuit_photoeditor,https://bestphotoeditingappspolicy.blogspot.com/2017/09/best-photo-editing-apps-privacy-policy.html
159,Photos for ID,com.ftapps.fotos3x4,15-09-2023,FT Apps,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.ftapps.fotos3x4,https://fotos3x4.ftapps.com/privacy_policy.html
161,JD - JustDating,com.davis.justdating,15-09-2023,Christopher Davis,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.davis.justdating,http://www.justdatingapp.com/rules_protect.php
162,Write Urdu On Photos - Shairi,com.urdu.textonphotos.shairi.appsogen,15-09-2023,Generic Apps,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.urdu.textonphotos.shairi.appsogen,https://docs.google.com/document/d/18QNMTrEsL2LbRQ6CRR0zs2qpzi5fj1koRS9DS8BrOls/pub
163,Gallery,com.gallery.photoviwer,15-09-2023,RajAppStudio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.gallery.photoviwer,https://rajappstudio.blogspot.com/2021/07/pixture-best-photo-gallery-album-app.html
164,Знакомства.ру,ru.mylove.dating,15-09-2023,Waytohey Dating Services,Dating,1M+,https://play.google.com/store/apps/datasafety?id=ru.mylove.dating,https://znakomstva.ru/agreement/privacy/
165,Men Moto Photo Suit,com.appbites.menmotophotosuit,15-09-2023,App Bites,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.appbites.menmotophotosuit,https://kirakapps.com/privacy_policy.html
166,RussianFlirting Russian Dating,com.aimdate.russianflirting,15-09-2023,AimDate LLC,Dating,50K+,https://play.google.com/store/apps/datasafety?id=com.aimdate.russianflirting,https://russianflirting.com/page/privacy-policy
167,Hum Chat - Random Call & Chat,com.livetalk.randomvideochat,15-09-2023,AppSoNix,Dating,500K+,https://play.google.com/store/apps/datasafety?id=com.livetalk.randomvideochat,https://sites.google.com/view/appsonixprivacypolicy/home
168,Photo Editor : Photo Effects,com.aiTeam.MagicLightEffect,15-09-2023,Devabits Inc,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.aiTeam.MagicLightEffect,https://sites.google.com/view/aiteam/privacy-policy
169,Printee – Photo printing app,com.printeeapp.printee,15-09-2023,Printee d.o.o.,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.printeeapp.printee,https://printeeapp.com/privacy-policy/
170,Interior Photo Frames,com.appbites.interiorphotoframes,15-09-2023,App Bites,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.appbites.interiorphotoframes,https://kirakapps.com/privacy_policy.html
171,Story Maker - Insta Story Art,com.pixelsdev.storymaker,15-09-2023,Pixels Dev Studio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.pixelsdev.storymaker,https://pixelsdevphotoapps.blogspot.com/p/privacy-policy.html
172,عکس نوشته ساز (فارسی)‎,com.fa.typegraphi,15-09-2023,WebJow,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.fa.typegraphi,https://topjow.org/privacy.php?id=com.fa.typegraphi
173,USA Dating,datee.mobi,15-09-2023,ApoLeaf,Dating,1M+,https://play.google.com/store/apps/datasafety?id=datee.mobi,http://datee.mobi/privacy_policy.html
174,Garden Photo Frames,com.Christmas.Photo_Frames.Background.Editor,15-09-2023,Crazy Softech,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.Christmas.Photo_Frames.Background.Editor,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html
175,dittoed,mnara.dittoed,15-09-2023,Mnara Solutions Inc.,Photography,100K+,https://play.google.com/store/apps/datasafety?id=mnara.dittoed,https://dittoed.pages.dev/privacy-policy
176,Love Flower Photo Frames,com.Flower.Photo.frames.HD_Photoframes.app,15-09-2023,Crazy Softech,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.Flower.Photo.frames.HD_Photoframes.app,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html
177,Frame Photo Collage,com.atsdev.framephotocollage,15-09-2023,AT Software Developers,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.atsdev.framephotocollage,https://atsoftdeveloper.wordpress.com/
178,CamJoy : Live video chatting,com.camjoy.live.app,15-09-2023,Innovation app,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.camjoy.live.app,https://sites.google.com/view/camjoyapp/home
179,Find Lover,com.foreverbilisim.sevgilibul,15-09-2023,ayesoft,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.foreverbilisim.sevgilibul,https://www.ayesoft.net/apps-privacy-policy.html
180,Flower Photo Frames,com.newappxone.flowerphotoframes,15-09-2023,App Xone,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.newappxone.flowerphotoframes,https://newappxone.com/privacy_policy.html
181,Casual Hookup Dating - Kasual,co.lucky.hookup,15-09-2023,Yumi Limited,Dating,500K+,https://play.google.com/store/apps/datasafety?id=co.lucky.hookup,https://www.kasualapp.com/privacy/
182,Kippo - Come Hang Out,com.covalent.kippo,15-09-2023,Covalent Inc.,Dating,500K+,https://play.google.com/store/apps/datasafety?id=com.covalent.kippo,https://kippo.com/legal/privacy/
183,Smiley Face Photo Editor,com.photoeditor.app.smileyface.sticker,15-09-2023,Studio GRF,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.photoeditor.app.smileyface.sticker,https://studiogrf-privacyp.blogspot.com/p/blog-page_26.html
184,EUdate - European dating for n,europeandating.europesingles.nearbymeet,15-09-2023,SeniorsHug,Dating,50K+,https://play.google.com/store/apps/datasafety?id=europeandating.europesingles.nearbymeet,https://www.seniorshug.com/privacy
185,Long frock photo suit,com.mvltrapps.longfrockphotosuit,15-09-2023,MVLTR Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.longfrockphotosuit,https://www.mvltrapps.com/privacy-policy.php
186,Free Dating Hook Up Messenger,com.dating.apps.cupid,15-09-2023,Free Hook Up Dating Flirting Apps,Dating,500K+,https://play.google.com/store/apps/datasafety?id=com.dating.apps.cupid,https://findnowme.com/privacy
187,Love Calculator 2023,apptrends.love_test_calculator_lovephotoframes,15-09-2023,AppTrendz Studio,Photography,1M+,https://play.google.com/store/apps/datasafety?id=apptrends.love_test_calculator_lovephotoframes,http://www.apptrends.co.in/privacy-policy-2/
188,صور حالات بأسماء بنات  بدون نت‎,com.yovic.girlybanat,15-09-2023,Yovic Dev Studio,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.yovic.girlybanat,https://2022privacyapolicyapp.blogspot.com/
189,TrulyChinese - Dating App,com.rometic.trulychinese,15-09-2023,ROMETIC,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.rometic.trulychinese,https://www.trulychinese.com/privacy-policy
190,"Cut Out, Cut Photo Background",com.bluefishapp.cutpaste,15-09-2023,Solution Cat Ltd,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.bluefishapp.cutpaste,https://sites.google.com/view/photobackgroundchanger/home
191,Indian Flag Text Photo Frame,statusdp.flagtextletter.indianphoto.frame,15-09-2023,Text and Editor Art Technologies,Photography,500K+,https://play.google.com/store/apps/datasafety?id=statusdp.flagtextletter.indianphoto.frame,https://dailyupdatetechpolicy.blogspot.com/2020/05/indian-flag-text-photo-frame.html
192,Happy Christmas Photo Frames,com.Happy.Christmas.Photo.Frames.Merry.Santa.Effect,15-09-2023,Crazy Softech,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.Happy.Christmas.Photo.Frames.Merry.Santa.Effect,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html
193,USA Cupid,au.com.meetmefreedatingapp.flirtdating,15-09-2023,USA Cupid,Dating,100K+,https://play.google.com/store/apps/datasafety?id=au.com.meetmefreedatingapp.flirtdating,https://www.aussietechnology.com/footer_privacypolicy.php?appName=usa
194,Insect identifier by Photo Cam,com.mm.insects.identification,15-09-2023,MobilMinds applications,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.mm.insects.identification,https://s3-us-west-2.amazonaws.com/mobilminds.com/mobilmindsapps/privacy_policy_1.html
195,Adam Dates Eve - Dating App,com.opusmobilis.adamdateseve,15-09-2023,Opus Mobilis,Dating,5K+,https://play.google.com/store/apps/datasafety?id=com.opusmobilis.adamdateseve,http://www.opusmobilis.com/adam-dates-eve--privacy-policy.html
196,Name On Birthday Cake & Photo,com.name.birthday.cake.wishes,15-09-2023,Touchzing Media Private Limited,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.name.birthday.cake.wishes,http://www.touchzing.com/privacy/
197,Inshallah muslims for Marriage,com.inchallah.inchmobile,15-09-2023,CAJIS,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.inchallah.inchmobile,https://help.inshallah.com/en/support/solutions/articles/60000622908-privacy-policy
198,Gallery - Photos & Videos,com.editor.covers.postermaker,15-09-2023,Galler'y app,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.editor.covers.postermaker,https://native2022.blogspot.com/2022/04/privacy-policy.html
199,كم عمرك - تحديد العمر من الوجه‎,com.agerecognitionapp.faceage,15-09-2023,مصمم الملصقات‎,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.agerecognitionapp.faceage,https://sites.google.com/view/face-age
200,Fight Effect Photo Editor,com.ZomieeInfotech.FightPhotoEditor,15-09-2023,Zomiee Infotech,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.ZomieeInfotech.FightPhotoEditor,https://zomieeinfotechpvtltd.blogspot.com/
201,"Eden: Christian Dating,Matches",com.eden_android,15-09-2023,Digital Church,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.eden_android,https://eden.dating/en/policy
202,Canada Dating - International,canadianmeet.dating.chatsingles.friends,15-09-2023,Dating Apps Social,Dating,1M+,https://play.google.com/store/apps/datasafety?id=canadianmeet.dating.chatsingles.friends,https://canadian-c7ded.web.app/privacy-policy.html
203,Profile Picture Border insta,instadp.circele.profile.picture.border.maker,15-09-2023,Sharva Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=instadp.circele.profile.picture.border.maker,https://sites.google.com/view/photovideobitapps/privacy-policy
204,Makeup 365 - Makeup Editor,com.oshiharapps.facemakeupbeauty.prettymakeup.makeupeditor,15-09-2023,Oshihar Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.oshiharapps.facemakeupbeauty.prettymakeup.makeupeditor,https://sites.google.com/view/oshihar-apps/home
205,Hair Color Changer,droidconsulting.haircolorchanger,15-09-2023,Delka&Toni,Photography,100K+,https://play.google.com/store/apps/datasafety?id=droidconsulting.haircolorchanger,https://sites.google.com/view/love-christmas-privacy-policy/home
206,Marriage Photo Frame,com.sigmaappsolution.marriagephotoframe,15-09-2023,Millennium Creativity Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.marriagephotoframe,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html
207,Eyebrow Editor,com.mendone.eyebrow.editor,15-09-2023,Brandon Wozniak,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.mendone.eyebrow.editor,https://sites.google.com/view/brandon-wozniak-privacy-policy/eyebrow-editor
208,Arab Man Photo Suit,best.edtphoto.arabman_suitchanger,15-09-2023,photo editing apps studio,Photography,100K+,https://play.google.com/store/apps/datasafety?id=best.edtphoto.arabman_suitchanger,https://bestphotoeditingappspolicy.blogspot.com/2017/09/best-photo-editing-apps-privacy-policy.html
209,Garden Photo Mixer / blender,com.mvltrapps.gardentransparentphotoframes,15-09-2023,MVLTR Apps,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.gardentransparentphotoframes,https://mvltrapps.com/privacy-policy.php
210,Schmooze:Meme-based dating app,com.schmoozeapps.schmooze,15-09-2023,Ranga Media Inc.,Dating,50K+,https://play.google.com/store/apps/datasafety?id=com.schmoozeapps.schmooze,https://privacy-policy.schmooze.tech/
211,BBW Dating Hookup App: BBWink,com.hookup.dating.bbw.wink,15-09-2023,Hookup Apps to Hook up Local Dating,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.hookup.dating.bbw.wink,http://www.bbwinkdating.com/privacy.html
212,Republic Day Photo Editor,com.august15Photoeditor.photoeditor.ly,15-09-2023,Photo Editor.ly,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.august15Photoeditor.photoeditor.ly,https://photoeditorly.blogspot.com/2018/11/photo-editor.html
213,Video Chat & Dating App: Gaper,com.agegap.gaper,15-09-2023,Hookup & Dating App - Gaper,Dating,50K+,https://play.google.com/store/apps/datasafety?id=com.agegap.gaper,https://gaperapp.info/privacy.html
214,Nevermet - VR Dating Metaverse,com.cheerioworld.nevermet,15-09-2023,Nevermet,Dating,50K+,https://play.google.com/store/apps/datasafety?id=com.cheerioworld.nevermet,https://www.nevermet.io/privacy
215,Taj Mahal Photo Frames,com.appbites.tajmahalphotoframes,15-09-2023,App Bites,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.appbites.tajmahalphotoframes,https://kirakapps.com/privacy_policy.html
216,دردشة أوتار - Awtar Chat‎,com.awtar.mob.app,15-09-2023,FP SOUTH,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.awtar.mob.app,https://www.awtar.tech/Privacy_policyEn.php
217,Prewedding Photo Editor : Phot,makstyle.preweddingphotoframe,15-09-2023,Stylish Photo Apps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=makstyle.preweddingphotoframe,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html
218,14 August Photo Frame Sticker,com.makeupcollections.august.photoframe.sticker.editor,15-09-2023,Photo Makeup Collections,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.makeupcollections.august.photoframe.sticker.editor,https://sites.google.com/view/photomakercollections
219,Black White Interracial Dating,com.blackwhitemeet,15-09-2023,Black White Dating,Dating,1M+,https://play.google.com/store/apps/datasafety?id=com.blackwhitemeet,https://www.blackwhite.singles/privacy.html
221,"Pink | Dating App to Chat, Dat",com.dating.pink,15-09-2023,Pink - Be Pink,Dating,1K+,https://play.google.com/store/apps/datasafety?id=com.dating.pink,https://piink.xyz/privacy_policy.html
222,Rainbow Photo Frames,com.appbites.rainbowphotoframes,15-09-2023,App Bites,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.appbites.rainbowphotoframes,https://kirakapps.com/privacy_policy.html
223,LunchClick by Lunch Actually -,co.lunchclick,15-09-2023,Lunch Actually Pte. Ltd.,Dating,100K+,https://play.google.com/store/apps/datasafety?id=co.lunchclick,http://www.lunchclick.co/privacy/
224,Funimate Video Director - Bzoo,com.bzoo.videomaker.moviemaker.story.status.lyrical,15-09-2023,Bzoo Studio,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.bzoo.videomaker.moviemaker.story.status.lyrical,https://docs.google.com/document/d/e/2PACX-1vTeTW44RqVyka-QbscpprI1PqD3M_YW5jtE42aU5RRVDZwBJ_Cgn8TN9RXCAFRw1YI3WbIZBKMuDsNv/pub
225,Neenbo: Find Love Now!,com.neenbo,15-09-2023,Neenbo,Dating,5M+,https://play.google.com/store/apps/datasafety?id=com.neenbo,https://www.neenbo.com/politica
226,Text on Photo,com.atsdev.textonphoto,15-09-2023,AT Software Developers,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.atsdev.textonphoto,https://atsoftdeveloper.wordpress.com/
227,Lovely Photo Frames,com.ram.lovelyphotoframes,15-09-2023,RamkumarApps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.ram.lovelyphotoframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html
228,Dual Photo Mixer - Photo joint,com.mvltrapps.dualphotoblender,15-09-2023,MVLTR Apps,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.dualphotoblender,https://mvltrapps.com/privacy-policy.php
229,Beach Photo Frames,com.appbites.beachphotoframes,15-09-2023,App Bites,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.appbites.beachphotoframes,https://kirakapps.com/privacy_policy.html
230,Valo - Love App,fi.kotisatamanvalo.app,15-09-2023,Kotisataman Valo,Dating,100K+,https://play.google.com/store/apps/datasafety?id=fi.kotisatamanvalo.app,https://valoapp.io/privacy
231,Bhabhi Call: Live Talk Video,boudi.live.videocall,15-09-2023,Bhabhi Call: Indian Live Talk Video,Dating,100K+,https://play.google.com/store/apps/datasafety?id=boudi.live.videocall,https://www.freeprivacypolicy.com/live/2e51f4c4-a25d-46b7-ab6a-690334d476b8
232,Royal Car Photo Editor,makstyle.royalcarphotoeditor,15-09-2023,Stylish Photo Apps,Photography,500K+,https://play.google.com/store/apps/datasafety?id=makstyle.royalcarphotoeditor,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html
233,Meeto- Random Video Call,com.meetnewpeople.meet.call.people.livechat,15-09-2023,Meeto Team,Dating,500K+,https://play.google.com/store/apps/datasafety?id=com.meetnewpeople.meet.call.people.livechat,https://durmal.blogspot.com/2019/12/privacy-policy.html
234,Happy Valentines Photo Frames,com.ram.happyvalentinesdayframes,15-09-2023,RamkumarApps,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.ram.happyvalentinesdayframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html
235,Night Goggles Thermal Effects,com.nightmodegogglesmultiple.thermaleffects,15-09-2023,Kellyapps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.nightmodegogglesmultiple.thermaleffects,https://m4529446.wixsite.com/privacypolicy
236,France Chat Social Dating,com.chatnetworkapp.france,15-09-2023,Samatech Apps,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.chatnetworkapp.france,http://usa.chatews.com/terms.php
237,Ganesh Photo Frame Editor,com.mvltrapps.ganeshphotoframes,15-09-2023,MVLTR Apps,Photography,50K+,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.ganeshphotoframes,https://mvltrapps.com/privacy-policy.php
238,Yuyyu : Dating app. Meet. Chat,com.yuyyu.horoscopematch,15-09-2023,Yuyyu,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.yuyyu.horoscopematch,https://yuyyu.com/privacy-policy
239,"Man Muscle Editor, Biceps, Six",com.dgt.manmuscleeditorslimbody,15-09-2023,GD Techlab,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.dgt.manmuscleeditorslimbody,https://gdtechlab.wordpress.com/2019/09/23/privacy-policy/
240,CFish: Christian Dating App,com.cfishes.christiandating,15-09-2023,Smart Dating Group,Dating,100K+,https://play.google.com/store/apps/datasafety?id=com.cfishes.christiandating,https://www.cfishes.com/privacy.html
242,Name On Anniversary Cake Photo,com.sigmaappsolution.nameonaniversaryphoto,15-09-2023,Millennium Creativity Apps,Photography,500K+,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.nameonaniversaryphoto,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html
243,BlackGentry – Black Dating App,app.blackgentry,15-09-2023,ZeelTech,Dating,100K+,https://play.google.com/store/apps/datasafety?id=app.blackgentry,https://blackgentryapp.com/privacy-policy-2/
244,AI Background Remover,com.utopiatechnologies.aibgremover,15-09-2023,Utopia Technologies,Photography,100K+,https://play.google.com/store/apps/datasafety?id=com.utopiatechnologies.aibgremover,https://aibgremover.com/privacy_policy.html
245,India Flag Photo DP Letter Art,com.jazzyworlds.myindiadp,15-09-2023,Jazzy Worlds,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.jazzyworlds.myindiadp,https://sites.google.com/view/jazzyworld
246,WellHello: Dating & Chat,com.sebastianotrven.turinisayhellolove,15-09-2023,sebastianoventurini,Dating,10K+,https://play.google.com/store/apps/datasafety?id=com.sebastianotrven.turinisayhellolove,https://pages.flycricket.io/sayhellolove/privacy.html
247,"DSLR Blur Background, Bokeh bg",com.bluefishapp.blureffect,15-09-2023,Solution Cat Ltd,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.bluefishapp.blureffect,https://sites.google.com/view/blureffect
248,Anonymous Chat - (Random Chat),kr.jungrammer.anonymous,15-09-2023,stranger.chat,Dating,100K+,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.anonymous,https://strangerchat.io/policy/privacy-en-stranger-chat.html
